id,question
942,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：黛紫色（颜色）属于或类似于___（颜色）
#答案#
芋紫色
#候选#
['鲜紫色', '魁紫色', '绛紫色', '鲜粉色', '香粉色', '胭紫色', '霞粉色', '香杏色', '青柠色', '铜橘色', '蔷薇色', '鸦青色', '雾粉色', '香槟色', '蜜桔色']"
943,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：黝黑（颜色）属于或类似于___（颜色）
#答案#
魔幻黑
#候选#
['黑沉沉', '纯色黑', '闪亮黑', '黑滔滔', '麻黑', '龙黑', '黑金色', '黑灯瞎火', '黑白色', '浓黑', '乌黑', '咖黑', '皮黑', '巧克力色', '油黑']"
944,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：中式简约（风格）属于或类似于___（风格）
#答案#
现代简约
#候选#
['美式现代', '日式现代', '西式简约范', '日系简约', '西式简约风格', '日式简约风格', '美式简约风格', '西式简约风', '日式简约范', '日系简约范', '美式简约风', '日式简约风', '日系简约风格', '日系简约风', '欧式古典']"
945,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：商务（风格）属于或类似于___（风格）
#答案#
都市知性范
#候选#
['职业知性范', '都市潮流风格', '都市潮风', '街头潮范', '文艺气质范', '街头气质', '职业知性风格', '街头气质风', '成熟知性风', '街头休闲风', '帅气知性风', '现代怀旧风', '帅气知性风格', '现代气质范', '潮简约范']"
946,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：复古款（风格）属于或类似于___（风格）
#答案#
欧式新古典
#候选#
['青春怀旧', '赫本风', '时尚款', '海军款', '校园款', '通勤款', '中性款', '公主款', '乡村版']"
947,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：奢华（风格）属于或类似于___（风格）
#答案#
极简
#候选#
['简欧范', '简欧风', '经典范', '阔绰', '精致风', '温柔', '迷彩', '精致风格', '经典风', '古典现代风格', '经典风格', '古典现代范', '传统风格', '古典现代风', '仿古范']"
948,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：学院风（风格）属于或类似于___（风格）
#答案#
欧美风
#候选#
['韩版潮', '时尚', '军旅风', '芭比公主风', '复古', '休闲', '可爱装', '百搭', '田园', '淑女', '激情', '乡村', '搞怪', '商学院', '简约']"
949,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：小知性风（风格）属于或类似于___（风格）
#答案#
知性气质
#候选#
['魅力学生范', '青春自然风', '高贵经典风', '水色少女风', '英伦文艺风', '小清新范', '性冷淡风', '小新清范', '小清新', '淑女', '月光女神风', '小文艺']"
950,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：情趣（风格）属于或类似于___（风格）
#答案#
超仙
#候选#
['仙女风', '经典', '清纯', '传统', '火辣风', '勾引', '学院风', '甜美', '商务', '暗黑', '热辣', '甜美可爱', '可爱卡通', '可爱', '钢管舞']"
951,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：慵懒（风格）属于或类似于___（风格）
#答案#
欧美风
#候选#
['日系清新', '名媛范', '休闲大方', '甜美范', '休闲青年', '日常休闲', 'OL风格', '运动潮', '清新', '自然休闲', '商务休闲', '休闲卡通', '休闲牛仔', '嬉皮', '悠闲']"
952,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：新古典（风格）属于或类似于___（风格）
#答案#
古典民族
#候选#
['中式复古', '后现代风', '复古着', '古怀旧', '复古范', '都市自然', '美式气质', '美式青年', '新年范', '新职业', '新卡通', '性冷淡']"
953,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：日潮（风格）属于或类似于___（风格）
#答案#
潮货
#候选#
['国潮', '潮现代', 'OL潮', '韩潮范', '双色', '微卷', '韩版潮', '台湾潮流', '欧美单', '韩版款', '西部牛仔', '怒火街头']"
954,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：日系风（风格）属于或类似于___（风格）
#答案#
女人味
#候选#
['猫女风', '趣味风格', '英伦风', '法式风', '中国风', '韩国风', '港味', '国潮风', '北欧风', '港风', '和风', '韩版潮流', '欧美', '暗黑风', '海魂风']"
955,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：日韩风范（风格）属于或类似于___（风格）
#答案#
现代潮流范
#候选#
['韩版潮风格', '欧美经典范', '欧美风范', '韩版潮休闲', '英伦范风格', '英伦经典范', '韩版气质范', '日系和风', '日式风', '日式风格', '韩版休闲', '中东风', '韩版精致', '韩国款', '欧韩']"
956,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：时尚休闲（风格）属于或类似于___（风格）
#答案#
简约休闲
#候选#
['时尚自然风格', '时尚复古', '时尚自然风', '时尚运动范', '卡通可爱', '可爱风', '拼接自然', '小S同款', '暗黑', '可爱']"
957,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：时尚潮流（风格）属于或类似于___（风格）
#答案#
日潮风
#候选#
['潮范风', '欧美潮风', '时尚可爱风', '创意潮流范', '甜美时尚风', '时尚典雅范', '潮可爱', '时尚简约范', '时尚可爱风格', '拼接撞色风格', 'IFASHION', '百搭']"
958,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：景颇族风格（风格）属于或类似于___（风格）
#答案#
景颇族风
#候选#
['壮族风格', '藏族风格', '苗族风格', '彝族风格', '维吾尔族风格', '黎族风格', '傣族风格', '鄂伦春族风格', '白族风格', '布衣族', '部落', '傣族', '布依族', '纳西族']"
959,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：校园风（风格）属于或类似于___（风格）
#答案#
文艺范
#候选#
['淑女风', '甜美风', '街舞风', '贵妇风', '旗袍风', '军旅风', '学生装', '动漫风', '搞怪', 'BF风']"
960,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：梦幻（风格）属于或类似于___（风格）
#答案#
炫酷
#候选#
['精致风', '狂野风格', '火辣范', '创意范', '狂野风', '精致风格', '朋克风格', '搞怪风格', '创意风', '另类风', '高冷范', '摇滚风', '丑萌范', '火辣风格', '高冷风']"
961,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：森女风（风格）属于或类似于___（风格）
#答案#
熟女风
#候选#
['萝莉风', '黑少女风', '小少女风', '女神风', '萝莉风格', '校园风', '都市风', '甜美风', '男友风', '原宿风', '洛可可风', '赫本风']"
962,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：欧宝风（风格）属于或类似于___（风格）
#答案#
欧美潮风
#候选#
['西欧风情', '欧美控', '欧美街拍', '美国风', '英国风', '美式风格', '美国风格', '欧美简约', '法式风', '非洲风格', '美邦风格', '中东范', '星巴克风', '南美范', '北欧式']"
963,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：欧美时尚（风格）属于或类似于___（风格）
#答案#
极简
#候选#
['欧式古典', '优雅时尚', '罗马风格', '韩版', '韩范', '欧美复古风', '美邦风格', '英伦复古', '日韩', '原宿风', '欧式装修', '港风', '甜美时尚风格', '韩版休闲', '西欧风情']"
964,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：欧美涂鸦风（风格）属于或类似于___（风格）
#答案#
卡通涂鸦
#候选#
['撞色卡通风', '日系拼接风', '日系撞色风', '现代复古风', '街头复古风', '3D嘻哈风', '欧美动漫风格', '美式运动风', '街头运动风', '台湾潮流风', '日韩人工风', '日韩特色风', '仙风道骨风']"
965,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：欧韩（风格）属于或类似于___（风格）
#答案#
时尚简约
#候选#
['日系可爱', '韩版时尚', '日系复古', '欧美风', '歐美风', '欧宝风格', '美国风格', '北欧风格', '日韩流行风', '日韩风格', '日韩风范', '欧日韩范', '韩日风格', '英伦风', '日韩风']"
966,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：民族风（风格）属于或类似于___（风格）
#答案#
简约大方
#候选#
['复古宫廷范', '精致韩风', '藏族风格', '英伦古典风格', '韩版风范', '情侣风', '日韩风', '宗教风', '旗袍风', '贵族范', '韩国版型', '壮族风', '韩版风', '明清范', '复古']"
967,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：浪漫（风格）属于或类似于___（风格）
#答案#
简易
#候选#
['朴实', '轻薄', '优雅', '轻佻', '写实', '温馨', '时尚', '典雅风', '甜美', '妖艳', '妖媚', '精致知性风格', '创意范', '气质范', '宫廷范']"
968,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：海军范（风格）属于或类似于___（风格）
#答案#
军旅风格
#候选#
['户外范', '体育范', '异域范', '淡雅范', '民国范', '清新范', '陆军', '高冷范', '清纯范', '梦幻范', '动漫范', '水手风', '贵妇范', '空军', '希腊范']"
969,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：港味（风格）属于或类似于___（风格）
#答案#
学生百搭
#候选#
['韩版休闲', '韩版潮流', '韩版时尚', '百搭', '日系风格', '韩版潮', '美式复古', '欧美复古', '韩版气质', '欧美风', '日系风', '英伦风', '嬉皮', '小文艺', '欧美']"
970,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：港风（风格）属于或类似于___（风格）
#答案#
自然
#候选#
['休闲', '日风', '潮流', '气质', '汉风', '简约', '个性', '仙风', '写实', '军风', '高贵风', '欧风', '原宿', '校风', '欧美']"
971,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：潮搭（风格）属于或类似于___（风格）
#答案#
时尚少女风格
#候选#
['时尚民族风', '时尚绅士范', '时尚大方', '舒服风格', '时尚街拍', '时尚范', '简约日常风格', '复古潮', 'OL时尚范', '拼接潮范', '韩国款', '轻熟风', '日风', '中国热', '故事']"
972,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：潮搭（风格）属于或类似于___（风格）
#答案#
韩版潮风
#候选#
['青春潮流范', '欧美潮流范', '时尚感风格', '街头时尚范', '欧美时尚范', '时尚民族风', '时尚绅士范', '韩国款', '时尚街拍', '拼接潮范', '时尚大方', '舒服风格', '复古潮', 'OL时尚范', '时尚范']"
973,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：潮流风格（风格）属于或类似于___（风格）
#答案#
潮街拍风
#候选#
['潮运动', '时尚复古范', '时尚运动', '运动潮', '韩国风格', '青春怀旧', '时尚型', '新年风', '韩版精致', '日潮', '简约韩版']"
974,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：炫酷（风格）属于或类似于___（风格）
#答案#
性感
#候选#
['小性感', '另类风', '超气质风', '可爱萌', '学院风', '高大上', '硬朗风', '高冷范', '仙气', '丑萌风', '无敌青春', '高冷风', '超舒适', '丑萌', '撞色风']"
975,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：炫酷（风格）属于或类似于___（风格）
#答案#
原宿风
#候选#
['另类风', '硬朗风', '高冷风', '超气质风', '学院风', '撞色风', '丑萌风', '高冷范', '撞色风格', '仙气', '无敌青春', '超舒适', '小性感', '高大上', '可爱萌']"
976,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：炫酷（风格）属于或类似于___（风格）
#答案#
中性风
#候选#
['硬朗风', '高冷风', '另类风', '撞色风', '超气质风', '学院风', '丑萌风', '高冷范', '仙气', '撞色风格', '无敌青春', '小性感', '英伦的', '超舒适', '高大上']"
977,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：热辣风（风格）属于或类似于___（风格）
#答案#
HIPHOP风
#候选#
['炫酷风', '嬉哈风', '激情风', '狂野风', '嬉哈范', '嘻哈休闲风格', '甜蜜风', '3D嘻哈风格', '热带风', '陆军风', '嘻哈', '3D嘻哈', '马术风', '小性感', '热带']"
