id,text,category
13868,麻黑,neg
13869,高冷范,neg
13870,纯米白色,neg
13871,制服,neg
13872,椰炭,neg
13873,选拔,neg
13874,竹芋,neg
13875,暗粉,neg
13876,分频器,neg
13877,起泡酒,neg
13878,羊腿,neg
13879,开学,neg
13880,极白,neg
13881,圆顶,neg
13882,沙棕色,neg
13883,防烫,neg
13884,医护制服,neg
13885,防漏水,neg
13886,下水管,neg
13887,钥匙扣,neg
13888,视频通话,neg
13889,凝露,neg
13890,苏打饼干,neg
13891,辣椒色,neg
13892,宠儿,neg
13893,番薯,neg
13894,挂布,neg
13895,3D嘻哈风,neg
13896,小拎包,neg
13897,收藏,neg
13898,男士凉鞋,neg
13899,卡宴红,neg
13900,传统典雅,neg
13901,花生奶,neg
13902,枫叶红色,neg
13903,鸡头米,neg
13904,杏色,neg
13905,珠白,neg
13906,宝石蓝色,neg
13907,复古风,neg
13908,芭蕾粉色,neg
13909,床罩,neg
13910,机车风格,neg
13911,长饮杯,neg
13912,洗屁屁,neg
13913,布垫,neg
13914,彩陶,neg
13915,朝阳红,neg
13916,护栏灯,neg
13917,泡浴桶,neg
13918,用户,neg
13919,落地衣架,neg
13920,古筝刷,neg
13921,长条,neg
13922,圆弧底摆,neg
13923,护小腿,neg
13924,珍珠袖,neg
13925,轻熟知性范,neg
13926,收腰雪纺衫,neg
13927,褥面,neg
13928,骑马,neg
13929,白薯,neg
13930,玫棕色,neg
13931,枫叶红,neg
13932,咖啡杯,neg
13933,应急灯管,neg
13934,粉灰,neg
13935,竹书架,neg
13936,月子鞋,neg
13937,医生服,neg
13938,银光,neg
13939,自动,neg
13940,洗衣液,neg
13941,混紫,neg
13942,素红,neg
13943,绿茶味,neg
13944,铃,neg
13945,经典银色,neg
13946,冻虾,neg
13947,小学,neg
13948,旗袍领,neg
13949,猴头菇,neg
13950,厚度,neg
13951,跪谢,neg
13952,淡化唇纹,neg
13953,大狗,neg
13954,夜行,neg
13955,茶灰,neg
13956,茶咖,neg
13957,双耳,neg
13958,睡袋,neg
13959,油黑,neg
13960,舒适,neg
13961,晶黄,neg
13962,炫酷黑色,neg
13963,莓蓝色,neg
13964,水晶红,neg
13965,小球,neg
13966,高支棉,neg
13967,显得臃肿,neg
13968,组合衣架,neg
13969,床架,neg
13970,青柠味,neg
13971,显瘦潮,neg
13972,冷面,neg
13973,焦黄色,neg
13974,平角,neg
13975,驼咖色,neg
13976,前扣,neg
13977,哄娃,neg
13978,宝宝发饰,neg
13979,夹趾,neg
13980,磨砂玻璃,neg
13981,四角裤,neg
13982,蝴蝶领,neg
13983,全铝,neg
13984,魅夜黑,neg
13985,纯色青,neg
13986,儿子,neg
13987,限定,neg
13988,原木浆,neg
13989,炫目白,neg
13990,腰枕,neg
13991,宝爹,neg
13992,足模特,neg
13993,墨色,neg
13994,白裤子,neg
13995,微蓝,neg
13996,连帽,neg
13997,去斑,neg
13998,底胶片,neg
13999,纸盒,neg
14000,职业知性范,neg
14001,扁链,neg
14002,珠光蓝色,neg
14003,底板,neg
14004,花白,neg
14005,柠檬草味,neg
14006,贴合身形,neg
14007,时尚拖鞋,neg
14008,电焊服,neg
14009,希腊范,neg
14010,收纳架,neg
14011,宽松睡裙,neg
14012,柜橱,neg
14013,蟒皮,neg
14014,荔枝,neg
14015,明亮黄,neg
14016,减脂,neg
14017,灰绿色,neg
14018,去角质,neg
14019,防水桌布,neg
14020,口琴,neg
14021,V口,neg
14022,补补水,neg
14023,哺乳,neg
14024,泡面碗,neg
14025,深茶色,neg
14026,木纤维,neg
14027,皇家紫,neg
14028,门厅柜,neg
14029,棉花糖,neg
14030,除藻,neg
14031,伸缩,neg
14032,箪食瓢饮,neg
14033,复古可爱范,neg
14034,邮差包,neg
14035,锁骨链,neg
14036,女T恤,neg
14037,休闲椅,neg
14038,金薯,neg
14039,蓝色,neg
14040,速干面料,neg
14041,平绒,neg
14042,荧红,neg
14043,更衣柜,neg
14044,加绒皮裤,neg
14045,圆餐桌,neg
14046,生锈色,neg
14047,杨梅汁,neg
14048,男士背心,neg
14049,网红潮风格,neg
14050,抽屉柜,neg
14051,简洁风,neg
14052,公主,neg
14053,欧式,neg
14054,生日蛋糕,neg
14055,美式学院风格,neg
14056,日潮范,neg
14057,琴弦,neg
14058,拉手,neg
14059,无框,neg
14060,双肩,neg
14061,沙蓝色,neg
14062,婴儿,neg
14063,条绒衬衫,neg
14064,摇粒绒,neg
14065,莲灰色,neg
14066,水果刀,neg
14067,古粉,neg
14068,会计,neg
14069,拨浪鼓,neg
14070,手绘,neg
14071,云灰色,neg
14072,试乘,neg
14073,琥珀棕,neg
14074,梅花红色,neg
14075,东方红,neg
14076,挤压瓶,neg
14077,钢管舞,neg
14078,玻璃杯,neg
14079,青竹,neg
14080,电脑椅,neg
14081,本命年腰带,neg
14082,大红泥,neg
14083,板式,neg
14084,商务装,neg
14085,清透粉色,neg
14086,双肩带,neg
14087,连体裤,neg
14088,长外套,neg
14089,保鲜箱,neg
14090,男士洁面,neg
14091,石白,neg
14092,哈青,neg
14093,固体香膏,neg
14094,烫字,neg
14095,小南瓜,neg
14096,拉链裤,neg
14097,玉米,neg
14098,辅助保暖,neg
14099,点验,neg
14100,春秋装,neg
14101,5月,neg
14102,妈咪,neg
14103,仙姑,neg
14104,瘦脸,neg
14105,考试,neg
14106,蓝晶晶,neg
14107,镂空,neg
14108,烂木头,neg
14109,吊带内衣,neg
14110,大方领,neg
14111,隔尿垫,neg
14112,韩红,neg
14113,梅白,neg
14114,文胸,neg
14115,精美腰带,neg
14116,抽屉锁,neg
14117,减轻负重,neg
14118,宝宝毛裤,neg
14119,象鼻裤,neg
14120,磨砂银,neg
14121,藏绿,neg
14122,水晶黑,neg
14123,砂黑,neg
14124,防纹,neg
14125,竹浆纤维,neg
14126,咸味,neg
14127,偏光太阳镜,neg
14128,补肾,neg
14129,蛇灰色,neg
14130,小草莓,neg
14131,银黑色,neg
14132,中圆领,neg
14133,碗架,neg
14134,美式校园风,neg
14135,亚光银,neg
14136,蒸烤箱,neg
14137,搓衣板,neg
14138,二月,neg
14139,油红色,neg
14140,浅黑色,neg
14141,餐巾纸,neg
14142,靓粉,neg
14143,色修,neg
14144,A摆,neg
14145,防割,neg
14146,宽松T恤,neg
14147,鲜红,neg
14148,木书桌,neg
14149,笔袋,neg
14150,青灰,neg
14151,山茶红色,neg
14152,罗汉床,neg
14153,防滑神器,neg
14154,高一,neg
14155,洗脸扑,neg
14156,去屑止痒,neg
14157,蓝红色,neg
14158,赫本黑,neg
14159,绚丽白,neg
14160,亚黄,neg
14161,暴汗,neg
14162,打底防晒,neg
14163,遮瑕,neg
14164,量杯,neg
14165,除湿袋,neg
14166,脚绳,neg
14167,铂灰色,neg
14168,清新绿,neg
14169,卷纸,neg
14170,电脑主板,neg
14171,糍粑,neg
14172,焕白,neg
14173,试奶,neg
14174,送孩子,neg
14175,木浆纤维,neg
14176,宽腰边,neg
14177,土蓝色,neg
14178,多粒双排扣,neg
14179,松紧,neg
14180,豆沙,neg
14181,品红,neg
14182,润红,neg
14183,我们,neg
14184,实彩黑,neg
14185,米咖,neg
14186,浪漫粉色,neg
14187,浅驼色,neg
14188,抹茶绿,neg
14189,武夫,neg
14190,钳剪,neg
14191,松紧袖,neg
14192,卫衣抓绒,neg
14193,黧黑,neg
14194,密码,neg
14195,夏黑,neg
14196,假口袋,neg
14197,简约装饰风,neg
14198,保护盒,neg
14199,浅色,neg
14200,休闲牛仔,neg
14201,短裙,neg
14202,管道护理,neg
14203,魔术贴,neg
14204,檀香,neg
14205,洋酒,neg
14206,浴室镜柜,neg
14207,大包,neg
14208,美容师,neg
14209,提包,neg
14210,藕紫,neg
14211,镗杆,neg
14212,包围,neg
14213,钢化玻璃,neg
14214,青柠色,neg
14215,米,neg
14216,浴室镜,neg
14217,烘焙点心,neg
14218,雪花蓝,neg
14219,文胸贴,neg
14220,护头,neg
14221,裙式,neg
14222,偏蓝,neg
14223,日系复古,neg
14224,归纳袋,neg
14225,艳丽红,neg
14226,走廊灯,neg
14227,教科书,neg
14228,做蛋糕,neg
14229,月灰,neg
14230,深枣红色,neg
14231,牛仔拼接,neg
14232,兔绒衫,neg
14233,衬衫式连衣裙,neg
14234,原味饼干,neg
14235,浅金色,neg
14236,海军范,neg
14237,脸贴,neg
14238,干湿分离,neg
14239,丝网,neg
14240,输钱,neg
14241,珠光白,neg
14242,皇室蓝色,neg
14243,中袖雪纺衫,neg
14244,泰日天,neg
14245,肉橙色,neg
14246,静蓝,neg
14247,名媛奢华风格,neg
14248,舒缓积食,neg
14249,提神,neg
14250,暖壶,neg
14251,分格盘,neg
14252,酱红,neg
14253,全白色,neg
14254,花色衬衣,neg
14255,房水,neg
14256,网游充值,neg
14257,莹绿,neg
14258,桔白色,neg
14259,腰鼓服,neg
14260,香槟金色,neg
14261,热带风格,neg
14262,裙,neg
14263,姨妈,neg
14264,迷彩服饰,neg
14265,渔夫帽,neg
14266,榴莲巧克力,neg
14267,醋,neg
14268,太空红,neg
14269,绣花鞋,neg
14270,酒棕色,neg
14271,线肚带,neg
14272,冷却,neg
14273,卤菜,neg
14274,翻毛,neg
14275,番茄红,neg
14276,圆角下摆,neg
14277,美式自然范,neg
14278,葡萄味,neg
14279,吊带衫,neg
14280,叠加,neg
14281,衣帽柜,neg
14282,大粉色,neg
14283,香灰,neg
14284,木浆,neg
14285,大黑,neg
14286,钛合金钢,neg
14287,蛋黄酥,neg
14288,手链,neg
14289,亚黑色,neg
14290,驼白色,neg
14291,遮阳遮脸,neg
14292,手帕纸,neg
14293,双层床,neg
14294,铁皮,neg
14295,榨蚕丝,neg
14296,树木香调,neg
14297,芽菜,neg
14298,十字绣,neg
14299,木棕色,neg
14300,温热,neg
14301,无袖衬衣,neg
14302,圆珠笔,neg
14303,裹身裙,neg
14304,环保积木,neg
14305,水灰,neg
14306,水钻,neg
14307,蝴蝶白,neg
14308,铁艺,neg
14309,硕士服,neg
14310,抽褶,neg
14311,碳蓝色,neg
14312,瘦身燃脂,neg
14313,清洗烘干,neg
14314,除味芳香,neg
14315,女鞋,neg
14316,无线键盘,neg
14317,枪灰色,neg
14318,雪貂绒,neg
14319,记忆枕,neg
14320,香熏灯炉,neg
14321,明目,neg
14322,飞镖,neg
14323,流行蓝色,neg
14324,晶白,neg
14325,低糖,neg
14326,灯丝,neg
14327,速热透气,neg
14328,韭菜,neg
14329,音箱,neg
14330,浅天蓝色,neg
14331,雾灯,neg
14332,婴儿毛衣,neg
14333,补水修复,neg
14334,调和,neg
14335,防滑底,neg
14336,防滑碗,neg
14337,道袍,neg
14338,背夹式,neg
14339,水果糖,neg
14340,快充,neg
14341,石英,neg
14342,小五金,neg
14343,U型领,neg
14344,电烤盘,neg
14345,魅紫,neg
14346,订书机,neg
14347,登山鞋,neg
14348,螺蛳粉,neg
14349,荞麦面,neg
14350,混蓝色,neg
14351,渐变绿色,neg
14352,可折,neg
14353,椅子,neg
14354,炙热红,neg
14355,玉吊坠,neg
14356,黄色系,neg
14357,发黑,neg
14358,通勤风格,neg
14359,糖果色短裤,neg
14360,韩版衫,neg
14361,茯茶,neg
14362,苦瓜莲,neg
14363,酷帅,neg
14364,接奶,neg
14365,创意,neg
14366,人字拖凉鞋,neg
14367,按摩仪,neg
14368,黄酒,neg
14369,花香型,neg
14370,职场,neg
14371,淡化暗斑,neg
14372,纯色灰,neg
14373,粘纤纤维,neg
14374,帆布斜挎包,neg
14375,刷货,neg
14376,豆沙色,neg
14377,工程装,neg
14378,加压,neg
14379,水油平衡,neg
14380,遥控器电池,neg
14381,米紫,neg
14382,防晒遮光,neg
14383,古典现代风,neg
14384,减肚子,neg
14385,牛肉粉,neg
14386,彩锌,neg
14387,开口,neg
14388,椅垫,neg
14389,诱惑紫,neg
14390,稚童,neg
14391,长衫,neg
14392,药箱,neg
14393,高祖母,neg
14394,极致黑,neg
14395,裹裙,neg
14396,洗澡垫,neg
14397,嘟嗜,neg
14398,防脱丝,neg
14399,板鞋,neg
14400,赌气,neg
14401,纯色紫,neg
14402,金典黑,neg
14403,海绿,neg
14404,瑜伽,neg
14405,淡香水,neg
14406,桌子,neg
14407,优雅气质风,neg
14408,野餐,neg
14409,首案红色,neg
14410,香黄,neg
14411,薄棉,neg
14412,死人,neg
14413,极细,neg
14414,开襟,neg
14415,沙绿,neg
14416,哑黑色,neg
14417,提拉修护,neg
14418,贝雷帽,neg
14419,休闲卡通,neg
14420,丧身,neg
14421,锥子裤,neg
14422,防晒装饰,neg
14423,名媛淑女风格,neg
14424,绣红,neg
14425,微波炉,neg
14426,防灰尘,neg
14427,哑光黑色,neg
14428,键盘刷,neg
14429,老红色,neg
14430,排风,neg
14431,山羊奶,neg
14432,唇线笔,neg
14433,雪兰绒,neg
14434,紫红色,neg
14435,新闻记者,neg
14436,深情红,neg
14437,孕妈,neg
14438,丝光棉,neg
14439,木桌,neg
14440,剃须,neg
14441,卡通,neg
14442,檀木,neg
14443,清新蓝,neg
14444,运动内裤,neg
14445,床上用品,neg
14446,罂粟红,neg
14447,玉绿,neg
14448,花卉,neg
14449,热带,neg
14450,娇艳红,neg
14451,家居裙,neg
14452,双黄色,neg
14453,声控,neg
14454,深红色,neg
14455,遮盖斑点,neg
14456,青瓜,neg
14457,小沙发,neg
14458,米蓝色,neg
14459,蟑螂药,neg
14460,双黑,neg
14461,账簿,neg
14462,辅助塑形,neg
14463,浅棕,neg
14464,漫画书,neg
14465,皮肤护理,neg
14466,跳绳,neg
14467,不锈,neg
14468,经典粉色,neg
14469,胖宝宝,neg
14470,推剪,neg
14471,贴板,neg
14472,镀铬色,neg
14473,奢华蓝色,neg
14474,品蓝,neg
14475,放大,neg
14476,上显身材,neg
14477,黑青色,neg
14478,蜜枣粽子,neg
14479,亮红,neg
14480,爆料,neg
14481,毛绒,neg
14482,经典风格,neg
14483,老檀,neg
14484,淡化,neg
14485,老年手机,neg
14486,茶鞣质,neg
14487,抱娃,neg
14488,麻红色,neg
14489,雅白,neg
14490,日式简约风,neg
14491,低跟鞋,neg
14492,树绿色,neg
14493,3D嘻哈,neg
14494,破洞裤,neg
14495,除臭,neg
14496,抗污,neg
14497,豆包,neg
14498,弯刀袖,neg
14499,赤红,neg
14500,祛痘洗面奶,neg
14501,宝石红,neg
14502,智能马桶,neg
14503,高雅红色,neg
14504,弓箭,neg
14505,恢复肌肤,neg
14506,湿纸巾,neg
14507,油污净,neg
14508,鹰嘴桃,neg
14509,钛金黑,neg
14510,欧舒适风,neg
14511,蓝黄,neg
14512,深紫色,neg
14513,超隐,neg
14514,亮面,neg
14515,贺卡,neg
14516,鲜草绿色,neg
14517,肉灰色,neg
14518,魅力黑,neg
14519,直播,neg
14520,卫裤,neg
14521,小书柜,neg
14522,旅行箱,neg
14523,报表,neg
14524,番薯味,neg
14525,冰紫,neg
14526,监犯,neg
14527,修身西裤,neg
14528,老奴,neg
14529,麻料,neg
14530,熟女风,neg
14531,耙耙柑,neg
14532,乌金木,neg
14533,中华户外风,neg
14534,彩色金,neg
14535,伤人,neg
14536,浅玫色,neg
14537,银黑,neg
14538,女士胸包,neg
14539,清爽蓝,neg
14540,高弹力修身,neg
14541,电子钟,neg
14542,毛钩盒,neg
14543,沙灰,neg
14544,不动声色,neg
14545,打底,neg
14546,吐司面包,neg
14547,派送,neg
14548,布箱,neg
14549,花瓣袖,neg
14550,暗黑气质范,neg
14551,鸟巢,neg
14552,婆婆衫,neg
14553,英伦蓝色,neg
14554,汽车脚垫,neg
14555,报架,neg
14556,挤奶,neg
14557,户外锅,neg
14558,廓形裤,neg
14559,骆马绒,neg
14560,水嘴,neg
14561,双色领,neg
14562,豹纹袖,neg
14563,维吾尔族风,neg
14564,一脚蹬,neg
14565,女式内裤,neg
14566,公主红,neg
14567,捉迷藏,neg
14568,灯芯绒短裤,neg
14569,背带裙,neg
14570,李子,neg
14571,波浪下摆,neg
14572,笔记本背包,neg
14573,珠光黑色,neg
14574,送饭,neg
14575,海蓝,neg
14576,全身镜,neg
14577,泡沫箱,neg
14578,正黄,neg
14579,导热,neg
14580,橘子味,neg
14581,欧美风范,neg
14582,婴儿床,neg
14583,鲑红色,neg
14584,白净,neg
14585,轻奢风格,neg
14586,格子领,neg
14587,烟花,neg
14588,折叠餐桌,neg
14589,斜挎单肩包,neg
14590,饮料瓶,neg
14591,紫迷彩,neg
14592,烟盒,neg
14593,员外,neg
14594,隔热垫,neg
14595,方包,neg
14596,甜品盘,neg
14597,妖里妖气,neg
14598,手挽袋,neg
14599,小茶台,neg
14600,修饰腿部,neg
14601,童装棉衣,neg
14602,拳套,neg
14603,白色长裙,neg
14604,修身时尚,neg
14605,泡泡领,neg
14606,膨胀,neg
14607,荷花白,neg
14608,后绊带,neg
14609,混白色,neg
14610,暗金色,neg
14611,香芋色,neg
14612,钢丝线,neg
14613,刘海贴,neg
14614,早春,neg
14615,骚红色,neg
14616,圆果黄麻,neg
14617,推拉门,neg
14618,方便排汗,neg
14619,老棕色,neg
14620,酒,neg
14621,洗衣皂,neg
14622,电脑主机,neg
14623,充电电池,neg
14624,矫正,neg
14625,钛钢项链,neg
14626,四川腊肠,neg
14627,野营,neg
14628,葱白,neg
14629,啡色,neg
14630,密集保湿,neg
14631,小文艺,neg
14632,土金,neg
14633,精华霜,neg
14634,勤务腰包,neg
14635,豹纹马毛,neg
14636,西柚粉色,neg
14637,时尚民族风,neg
14638,护肘,neg
14639,脱脂纱布,neg
14640,银黄色,neg
14641,石桌,neg
14642,哈伦裤,neg
14643,晏紫,neg
14644,时尚自然风,neg
14645,夕红,neg
14646,小皮鞋,neg
14647,隐形床,neg
14648,饮用水,neg
14649,防水抗油污,neg
14650,安全头盔,neg
14651,耐磨垫,neg
14652,鹿皮,neg
14653,皮夹克,neg
14654,绸缎衬衣,neg
14655,百摺裙,neg
14656,麻本色,neg
14657,瓜红色,neg
14658,透黄色,neg
14659,璀璨绿色,neg
14660,羞红色,neg
14661,束腰裤,neg
14662,动漫内裤,neg
14663,骰子糖,neg
14664,无袖背心,neg
14665,纳罕,neg
14666,中央空调,neg
14667,舞蹈衣服,neg
14668,品红色,neg
14669,蝙蝠袖,neg
14670,钥匙挂件,neg
14671,储物袋,neg
14672,鸟笼,neg
14673,运动背包,neg
14674,2019年,neg
14675,贴纸书,neg
14676,云朵白,neg
14677,羽丝,neg
14678,优雅,neg
14679,唇部精华,neg
14680,开车,neg
14681,大童,neg
14682,腐乳,neg
14683,防滑布,neg
14684,四层,neg
14685,抑制体味,neg
14686,聚光,neg
14687,清新黄色,neg
14688,儿童椅,neg
14689,酒黄,neg
14690,凉菜,neg
14691,8月,neg
14692,可翻领,neg
14693,翻驳领,neg
14694,打钉,neg
14695,卫衣裙,neg
14696,泡茶器,neg
14697,棉纱,neg
14698,排油烟,neg
14699,字画,neg
14700,有内衬,neg
14701,吊床,neg
14702,电脑膜,neg
14703,紫皮糖,neg
14704,引见,neg
14705,解压舒缓,neg
14706,大圆桌,neg
14707,搞事,neg
14708,蛋白色,neg
14709,吊灯,neg
14710,防踢,neg
14711,汽车轮毂,neg
14712,水晶手链,neg
14713,工艺伞,neg
14714,链坠,neg
14715,公主蓝,neg
14716,防夹,neg
14717,尼龙斜挎包,neg
14718,净白,neg
14719,相册,neg
14720,滑雪,neg
14721,按摩椅,neg
14722,银蓝,neg
14723,工装军旅,neg
14724,腮红,neg
14725,病号服,neg
14726,驱蚊,neg
14727,大版,neg
14728,中小学生,neg
14729,护脐,neg
14730,仿羊绒,neg
14731,隔绝油烟,neg
14732,输出,neg
14733,西式简约范,neg
14734,脱毛膏,neg
14735,翻领T恤,neg
14736,辣,neg
14737,调料盒,neg
14738,实木衣柜,neg
14739,八宝茶,neg
14740,千足银,neg
14741,叶黄素,neg
14742,宁黄,neg
14743,纯褐色,neg
14744,银绿,neg
14745,玉器,neg
14746,真丝衬衣,neg
14747,练功裤,neg
14748,桔红色,neg
14749,蓝牙音箱,neg
14750,客供面料,neg
14751,装饰减龄,neg
14752,贴合臀,neg
14753,排毒祛湿,neg
14754,试课,neg
14755,窄管裤,neg
14756,润泽,neg
14757,青春文艺风格,neg
14758,拉杆箱包,neg
14759,空军服,neg
14760,女款短裤,neg
14761,芙蓉粉色,neg
14762,串珠包,neg
14763,裸粉色,neg
14764,薰衣紫,neg
14765,甜荞,neg
14766,素白色,neg
14767,豆红,neg
14768,毛巾被,neg
14769,舞台音响,neg
14770,翻毛皮,neg
14771,瑜伽套装,neg
14772,小学生书包,neg
14773,水,neg
14774,高织棉,neg
14775,耐用,neg
14776,摩托,neg
14777,风化白,neg
14778,麂皮绒,neg
14779,咖啡套具,neg
14780,清肠,neg
14781,八月半,neg
14782,磨砂白,neg
14783,降糖减肥,neg
14784,拭泪,neg
14785,墨水蓝色,neg
14786,飞机杯,neg
14787,耳环,neg
14788,水润饱满,neg
14789,搅拌棒,neg
14790,床凉席,neg
14791,深V,neg
14792,练习,neg
14793,糖水,neg
14794,木白,neg
14795,牛仔红色,neg
14796,白酒杯,neg
14797,支架式,neg
14798,学习,neg
14799,鱼漂,neg
14800,修复,neg
14801,桌面板,neg
14802,颈链,neg
14803,洁面香皂,neg
14804,钻石画,neg
14805,船锚蓝,neg
14806,米卡其,neg
14807,斜挎胸包,neg
14808,防水透光,neg
14809,金银色,neg
14810,平光镜,neg
14811,棒球手套,neg
14812,水黄色,neg
14813,骑行眼镜,neg
14814,橄绿,neg
14815,小勺子,neg
14816,公主粉色,neg
14817,豪华范,neg
14818,收腰高腰,neg
14819,凭证单据,neg
14820,收腹肌,neg
14821,恐怖,neg
14822,固定双肩带,neg
14823,瑜伽背心,neg
14824,彩白色,neg
14825,包头,neg
14826,醋酯纤维,neg
14827,内裤盒,neg
14828,铝碳,neg
14829,精华露,neg
14830,桔粉,neg
14831,潮流,neg
14832,内衬,neg
14833,豆渣石,neg
14834,典雅白,neg
14835,储物桌,neg
14836,玻璃柜,neg
14837,煮蛋器,neg
14838,复古色,neg
14839,美式自然,neg
14840,防火垫,neg
14841,弹润,neg
14842,凉粉,neg
14843,大蓝,neg
14844,蜜糖棕,neg
14845,银紫,neg
14846,台式电脑,neg
14847,低调奢华,neg
14848,眼镜盒,neg
14849,花格衬衫,neg
14850,波普风格,neg
14851,润浸,neg
14852,学英语,neg
14853,新中式风,neg
14854,爬山,neg
14855,禅修,neg
14856,负离子,neg
14857,国产蓝莓,neg
14858,修饰双腿,neg
14859,床裙,neg
14860,牛津布,neg
14861,固态,neg
14862,前雾灯,neg
14863,防水排污,neg
14864,续写,neg
14865,楸木,neg
14866,清洁剂,neg
14867,茶台,neg
14868,眷恋,neg
14869,驼毛,neg
14870,扑克,neg
14871,两用,neg
14872,蓝青色,neg
14873,捡钱,neg
14874,OL潮,neg
14875,鸡蛋黄,neg
14876,珍珠黑色,neg
14877,太极扇,neg
14878,手套箱灯,neg
14879,步摇,neg
14880,护膝裤,neg
14881,网帽,neg
14882,消毒液,neg
14883,日韩风范,neg
14884,精致可爱范,neg
14885,贡柑,neg
14886,安全盔,neg
14887,光粉色,neg
14888,电脑桌椅,neg
14889,7月,neg
14890,送来,neg
14891,苏格兰风格,neg
14892,月牙袖,neg
14893,纸抽,neg
14894,梭织,neg
14895,伸缩袖,neg
14896,学步,neg
14897,90色,neg
14898,坐垫,neg
14899,香草蓝色,neg
14900,显高,neg
14901,小车,neg
14902,洗洁精,neg
14903,电炖锅,neg
14904,手工鞋,neg
14905,粉笔,neg
14906,桃心领,neg
14907,柚皮糖,neg
14908,侧身口袋,neg
14909,宠物医疗保健,neg
14910,电话亭,neg
14911,浅青绿色,neg
14912,直筒牛仔裤,neg
14913,粉红,neg
14914,解压,neg
14915,醇香味,neg
14916,塑料盒,neg
14917,风干,neg
14918,满月,neg
14919,消光黑,neg
14920,淡化黑眼圈,neg
14921,户外灯,neg
14922,男女生,neg
14923,烤箱,neg
14924,防风遮,neg
14925,折叠蚊帐,neg
14926,男士内裤,neg
14927,禅茶,neg
14928,夜空黑,neg
14929,闪白色,neg
14930,儿童雨伞,neg
14931,蓝绿,neg
14932,穷光蛋,neg
14933,运动护具,neg
14934,电池,neg
14935,沉稳黑色,neg
14936,尼龙,neg
14937,键盘套装,neg
14938,高山族风,neg
14939,舒缓眼,neg
14940,花盆,neg
14941,擦鞋器,neg
14942,卷腹轮,neg
14943,玩儿车,neg
14944,黑青,neg
14945,深V领,neg
14946,亮肤控油,neg
14947,靓粉绿,neg
14948,斜跨,neg
14949,宝宝,neg
14950,高贵白色,neg
14951,条绒布,neg
14952,拖地,neg
14953,黛红色,neg
14954,保险裤,neg
14955,杏红色,neg
14956,爵士红色,neg
14957,牛肉,neg
14958,瑜伽垫,neg
14959,古黑色,neg
14960,棕黑,neg
14961,不脱色,neg
14962,防晒百搭,neg
14963,香菇酱,neg
14964,小马桶,neg
14965,吊钟,neg
14966,红绿黄色,neg
14967,烤蓝,neg
14968,开身衫,neg
14969,后挂式,neg
14970,烟熏紫,neg
14971,钢蓝色,neg
14972,奶糖,neg
14973,芭比粉,neg
14974,储存罐,neg
14975,话筒,neg
14976,灭蝇,neg
14977,春季衬衫,neg
14978,洗牙粉,neg
14979,深酒红,neg
14980,抹茶巧克力,neg
14981,慕白,neg
14982,空瓶,neg
14983,钢书架,neg
14984,法式风格,neg
14985,取暖,neg
14986,领带架,neg
14987,防臭,neg
14988,一字领T恤,neg
14989,护士装,neg
14990,蝴蝶粉,neg
14991,防雷,neg
14992,单头,neg
14993,女主人,neg
14994,遮丑,neg
14995,晾衣绳,neg
14996,汉白玉,neg
14997,洗面奶,neg
14998,耐热,neg
14999,铅笔盒,neg
15000,长绒棉,neg
15001,老婆,neg
15002,细肩带,neg
15003,球员,neg
15004,宽吊带,neg
15005,防刺,neg
15006,明线,neg
15007,珊瑚橙色,neg
15008,工装裤,neg
15009,容纳箱,neg
15010,插座,neg
15011,牛仔潮风,neg
15012,裤裙子,neg
15013,水漾青色,neg
15014,润色,neg
15015,止水,neg
15016,墨蓝色,neg
15017,糖果色,neg
15018,清纯白色,neg
15019,熏黑色,neg
15020,干货,neg
15021,猫笼,neg
15022,当睡袋,neg
15023,漏背,neg
15024,冰丝绸,neg
15025,个性黑色,neg
15026,奥力棉,neg
15027,蓝色系,neg
15028,藕红色,neg
15029,检查,neg
15030,空调机,neg
15031,太阳红色,neg
15032,武术服装,neg
15033,竹简,neg
15034,烟笼紫色,neg
15035,遮阳防晒,neg
15036,抗痘,neg
15037,钢化膜,neg
15038,后镂空,neg
15039,英式,neg
15040,闪耀黄色,neg
15041,LO娘风,neg
15042,鸡蛋味,neg
15043,双扣,neg
15044,3月,neg
15045,鸭卵瓜,neg
15046,禅黄,neg
15047,鸡黄,neg
15048,皮草外套,neg
15049,遥控车,neg
15050,抽屉架,neg
15051,防渗水,neg
15052,正绿,neg
15053,酸奶味,neg
15054,清新紫,neg
15055,托特包,neg
15056,黑底,neg
15057,纯净蓝色,neg
15058,外人,neg
15059,矿石灰色,neg
15060,柜子,neg
15061,叉车,neg
15062,护理眼袋,neg
15063,金咖色,neg
15064,出游防晒,neg
15065,切菜板,neg
15066,水洗蓝色,neg
15067,西装,neg
15068,吸脂,neg
15069,炒菜,neg
15070,涤线,neg
15071,除尘掸,neg
15072,卡通瓶,neg
15073,圆包,neg
15074,储水式,neg
15075,拼接袖,neg
15076,情书包,neg
15077,亮眼护眼,neg
15078,疯马棕,neg
15079,黄瓜味,neg
15080,果木,neg
15081,花盘,neg
15082,潮黑,neg
15083,仙风道骨风,neg
15084,祛痘消痘,neg
15085,喜糖,neg
15086,中国户外风,neg
15087,宝石粉色,neg
15088,单卡单模,neg
15089,大米,neg
15090,登山杖,neg
15091,PVC管,neg
15092,脏粉,neg
15093,防水远射,neg
