id,question,result
765,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：正蓝色（颜色）属于或类似于___（颜色）
*选项*：['蓝黑', '天蓝色', '水蓝', '宝蓝色']",蓝黑
766,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：正青色（颜色）属于或类似于___（颜色）
*选项*：['翡翠青', '蓝靛', '青紫蓝色', '藏青蓝']",藏青蓝
767,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：殷红（颜色）属于或类似于___（颜色）
*选项*：['赤红', '樱花红', '喜庆红', '汽车红']",樱花红
768,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：气质黑色（颜色）属于或类似于___（颜色）
*选项*：['高雅黑色', '性感黑色', '双白色', '黑色']",黑色
769,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：水手蓝色（颜色）属于或类似于___（颜色）
*选项*：['水波蓝色', '雾蓝色', '篮色', '伊豆蓝色']",篮色
770,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：水黄（颜色）属于或类似于___（颜色）
*选项*：['绿色', '奶油黄色', '黑色', '白色']",奶油黄色
771,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：油黑色（颜色）属于或类似于___（颜色）
*选项*：['灰白色', '纯色', '雅黑', '红色']",雅黑
772,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：泛白（颜色）属于或类似于___（颜色）
*选项*：['灰蓝色', '乳白', '牛仔白', '青白']",牛仔白
773,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：洗水黑（颜色）属于或类似于___（颜色）
*选项*：['黑金', '洗白色', '商务黑', '小黑色']",小黑色
774,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：洗白（颜色）属于或类似于___（颜色）
*选项*：['浅蓝色', '渐变色', '珍珠白色', '香草白']",珍珠白色
775,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：流金（颜色）属于或类似于___（颜色）
*选项*：['白金', '银色', '香槟金色', '玫瑰金']",香槟金色
776,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：浓绿色（颜色）属于或类似于___（颜色）
*选项*：['碧绿色', '绿野', '棕色系', '苔绿色']",绿野
777,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：海军蓝（颜色）属于或类似于___（颜色）
*选项*：['天蓝', '军蓝', '暗蓝', '淡蓝色']",军蓝
778,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：海洋蓝（颜色）属于或类似于___（颜色）
*选项*：['洋蓝色', '孔雀蓝', '水手蓝', '热带蓝']",洋蓝色
779,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：海蓝（颜色）属于或类似于___（颜色）
*选项*：['彩蓝色', '水晶蓝', '纯正蓝色', '亮黑色']",彩蓝色
780,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：淡灰绿（颜色）属于或类似于___（颜色）
*选项*：['淡浅蓝', '浅青绿', '淡墨绿', '淡灰']",淡灰
781,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：淡粉（颜色）属于或类似于___（颜色）
*选项*：['梅粉色', '浅粉橘色', '香槟色', '偏紫色']",浅粉橘色
782,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：淡紫色（颜色）属于或类似于___（颜色）
*选项*：['小紫', '紫红色', '杏色', '亮紫色']",小紫
783,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：淡红色（颜色）属于或类似于___（颜色）
*选项*：['淡棕色', '红颜色', '淡橘红', '淡玫色']",红颜色
784,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：深蓝桔色（颜色）属于或类似于___（颜色）
*选项*：['深花蓝色', '深玫紫色', '深紫红色', '蓝色系色']",蓝色系色
785,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：深青（颜色）属于或类似于___（颜色）
*选项*：['藏青色', '淡青', '紫青', '纯正青']",纯正青
786,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：深黄（颜色）属于或类似于___（颜色）
*选项*：['灰黄', '橙黄', '黄绿', '鲜黄色']",鲜黄色
787,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：混绿（颜色）属于或类似于___（颜色）
*选项*：['混蓝', '混灰咖', '混灰', '绿']",绿
788,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：混驼色（颜色）属于或类似于___（颜色）
*选项*：['混灰色', '混紫色', '混蓝色', '混咖色']",混咖色
789,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：清爽蓝（颜色）属于或类似于___（颜色）
*选项*：['纯洁白', '清爽绿', '宝石蓝色', '清新绿']",宝石蓝色
790,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：潮红（颜色）属于或类似于___（颜色）
*选项*：['血红', '灰红色', '西瓜红', '砖红色']",西瓜红
791,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：潮红（颜色）属于或类似于___（颜色）
*选项*：['热红', '血红', '老红', '鲜红']",老红
792,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：火红（颜色）属于或类似于___（颜色）
*选项*：['土红色', '标准红', '玫瑰色', '灰色']",土红色
793,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：灰紫（颜色）属于或类似于___（颜色）
*选项*：['灰红', '暗蓝', '水紫', '粉蓝']",水紫
794,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：灰色（颜色）属于或类似于___（颜色）
*选项*：['墨灰', '墨蓝', '墨紫色', '碳黑']",墨灰
795,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：炫白（颜色）属于或类似于___（颜色）
*选项*：['激光蓝', '消光黑', '肤色', '白色版色']",白色版色
796,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：炫紫（颜色）属于或类似于___（颜色）
*选项*：['潮红', '皇家紫', '魔幻蓝', '咖紫']",皇家紫
797,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：炫酷黑（颜色）属于或类似于___（颜色）
*选项*：['黑金色', '高级灰', '墨黑色', '炫酷灰']",墨黑色
798,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：烟雾灰色（颜色）属于或类似于___（颜色）
*选项*：['褐灰色', '烟雾紫色', '烟熏蓝色', '简约灰色']",简约灰色
799,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：焰红色（颜色）属于或类似于___（颜色）
*选项*：['霞红色', '韵红色', '曙红色', '羞红色']",韵红色
800,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：熏衣紫（颜色）属于或类似于___（颜色）
*选项*：['花紫', '蔷薇紫', '杜若紫', '丁香紫']",花紫
801,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：熟黄（颜色）属于或类似于___（颜色）
*选项*：['肉黄', '金黄', '牙黄', '奶黄色']",牙黄
802,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：牛仔灰色（颜色）属于或类似于___（颜色）
*选项*：['麻灰色', '牛仔黑色', '牛仔蓝色', '休闲灰色']",休闲灰色
803,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：牡丹红色（颜色）属于或类似于___（颜色）
*选项*：['牡丹紫色', '枫丹红色', '丹红色', '肉桂红色']",丹红色
804,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：玉白（颜色）属于或类似于___（颜色）
*选项*：['翠绿', '钛白色', '金色', '纯白']",钛白色
805,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：玉绿（颜色）属于或类似于___（颜色）
*选项*：['翡翠青', '玉黄', '菩提绿色', '荧光']",菩提绿色
806,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：玛瑙黑（颜色）属于或类似于___（颜色）
*选项*：['灰色', '全黑', '蓝色', '金黑']",全黑
807,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：珊瑚红色（颜色）属于或类似于___（颜色）
*选项*：['珊瑚橙色', '果冻黄色', '星空红色', '宝石红色']",宝石红色
808,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：珊瑚青色（颜色）属于或类似于___（颜色）
*选项*：['琥珀蓝色', '青色', '孔雀紫色', '石榴粉色']",青色
809,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：珍珠灰（颜色）属于或类似于___（颜色）
*选项*：['铁灰', '太空灰', '大象灰', '正灰']",铁灰
810,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：珍珠黑色（颜色）属于或类似于___（颜色）
*选项*：['牛皮黄色', '杂黑', '磨砂红色', '珍珠白色']",杂黑
811,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：珠光紫色（颜色）属于或类似于___（颜色）
*选项*：['珠光绿色', '珠光白色', '珠光紫', '珠光黄色']",珠光紫
812,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：琉璃蓝（颜色）属于或类似于___（颜色）
*选项*：['暮光蓝', '人鱼姬', '珀金灰', '肤色']",暮光蓝
813,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：琥珀红（颜色）属于或类似于___（颜色）
*选项*：['卡宴红', '正红', '金色', '深橡红']",正红
814,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：瓦蓝（颜色）属于或类似于___（颜色）
*选项*：['暮蓝色', '海洋蓝', '藏青', '霜蓝']",海洋蓝
815,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：瓷绿色（颜色）属于或类似于___（颜色）
*选项*：['木黄色', '竹青色', '仿锈色', '正绿']",正绿
816,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：瓷蓝（颜色）属于或类似于___（颜色）
*选项*：['珊瑚蓝', '蓝绿', '午夜蓝', '天空蓝色']",珊瑚蓝
817,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：瓷蓝（颜色）属于或类似于___（颜色）
*选项*：['梦之蓝', '做旧蓝', '天空蓝色', '午夜蓝']",做旧蓝
818,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：甜粉色（颜色）属于或类似于___（颜色）
*选项*：['纯粉', '芭比粉色', '芭蕾粉色', '闪粉色']",闪粉色
819,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：甜蜜黄色（颜色）属于或类似于___（颜色）
*选项*：['热情橙色', '黄', '阳光粉色', '清凉蓝色']",黄
820,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：白银色（颜色）属于或类似于___（颜色）
*选项*：['月白', '肤色', '黑色', '灰色']",月白
821,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：百搭白（颜色）属于或类似于___（颜色）
*选项*：['茉莉白色', '百搭蓝', '纯色白', '百搭灰']",茉莉白色
822,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：皓白（颜色）属于或类似于___（颜色）
*选项*：['月白', '雾白色', '纯洁白', '冬白']",纯洁白
823,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：皮红（颜色）属于或类似于___（颜色）
*选项*：['热情红色', '紫色', '橙色', '酒红色']",热情红色
824,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：皮绿（颜色）属于或类似于___（颜色）
*选项*：['烟青', '皮蓝', '灰绿色', '黄色']",灰绿色
825,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：皮蓝色（颜色）属于或类似于___（颜色）
*选项*：['蓝青色', '松蓝色', '篮色', '肯特蓝色']",篮色
826,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：真红（颜色）属于或类似于___（颜色）
*选项*：['血红色', '深紫红色', '赭红', '钻红']",钻红
827,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：石白色（颜色）属于或类似于___（颜色）
*选项*：['石蓝色', '石灰白', '白色版色', '石黄色']",白色版色
828,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：碧绿色（颜色）属于或类似于___（颜色）
*选项*：['洁白色', '明绿色', '碧蓝色', '碧']",碧
829,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：碳黑（颜色）属于或类似于___（颜色）
*选项*：['布灰', '全黑色', '茶黑', '灰色']",茶黑
830,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：秀红（颜色）属于或类似于___（颜色）
*选项*：['茜红', '优雅红', '豆沙红', '玖红']",优雅红
831,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：秋黑（颜色）属于或类似于___（颜色）
*选项*：['黑底', '透黑色', '高端黑色', '牛仔黑色']",透黑色
832,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：简约黑色（颜色）属于或类似于___（颜色）
*选项*：['红黑色', '透明', '标准黑色', '百搭蓝色']",标准黑色
833,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：米白（颜色）属于或类似于___（颜色）
*选项*：['洗白色', '冷白色', '超白', '黑白灰']",洗白色
834,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：米黄色（颜色）属于或类似于___（颜色）
*选项*：['深棕色', '深黄色', '蓝绿色', '淡绿色']",深黄色
835,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：粉紫（颜色）属于或类似于___（颜色）
*选项*：['蓝紫色', '浅香槟色', '紫红色', '清新紫色']",清新紫色
836,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：粉蓝色（颜色）属于或类似于___（颜色）
*选项*：['粉灰色', '小蓝色', '灰蓝色', '蓝绿色']",小蓝色
837,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：糖粉色（颜色）属于或类似于___（颜色）
*选项*：['藏粉色', '梦幻粉色', '糖果蓝色', '仙紫色']",梦幻粉色
838,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：红驼（颜色）属于或类似于___（颜色）
*选项*：['流金', '帝黄', '乌蓝', '朱']",朱
839,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯净粉色（颜色）属于或类似于___（颜色）
*选项*：['石榴粉', '蝴蝶粉', '沙粉', '西施粉']",西施粉
840,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯净紫色（颜色）属于或类似于___（颜色）
*选项*：['艳紫色', '酷紫', '金紫色', '紫灰色']",酷紫
841,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯净蓝色（颜色）属于或类似于___（颜色）
*选项*：['湛蓝色', '迷彩蓝', '土蓝色', '浅云蓝色']",浅云蓝色
842,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯净黑色（颜色）属于或类似于___（颜色）
*选项*：['珍珠黑色', '玉黑色', '矿石黑色', '彩晶黑']",玉黑色
843,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯净黑色（颜色）属于或类似于___（颜色）
*选项*：['土黑色', '纯烟灰色', '深黑灰色', '紫黑色']",深黑灰色
844,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯橙（颜色）属于或类似于___（颜色）
*选项*：['火焰橙', '蓝绿橘色', '铜橘色', '桔色']",火焰橙
845,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯正红色（颜色）属于或类似于___（颜色）
*选项*：['深茜红色', '深酒红色', '绛红色', '珍珠红色']",珍珠红色
846,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯正黄色（颜色）属于或类似于___（颜色）
*选项*：['微黄', '金煌煌', '桔黄', '黄灿灿']",黄灿灿
847,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯洁白（颜色）属于或类似于___（颜色）
*选项*：['哑白', '草白', '高级灰', '复古白']",哑白
848,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯灰色（颜色）属于或类似于___（颜色）
*选项*：['纯青色', '藏青蓝色', '纯深蓝', '深邃灰色']",深邃灰色
849,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯玫红色（颜色）属于或类似于___（颜色）
*选项*：['纯深紫色', '纯大红色', '纯桃红色', '纯浅紫色']",纯大红色
850,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯白（颜色）属于或类似于___（颜色）
*选项*：['棉白色', '间金白色', '黑蓝银色', '淡白色']",间金白色
851,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯红色（颜色）属于或类似于___（颜色）
*选项*：['橡红色', '西瓜红', '柚红色', '水晶红']",柚红色
852,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯绿（颜色）属于或类似于___（颜色）
*选项*：['粉绿', '土绿', '偏绿', '金绿']",偏绿
853,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色灰色（颜色）属于或类似于___（颜色）
*选项*：['纯色蓝色', '炭灰色', '高雅灰色', '蓝灰色']",高雅灰色
854,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色白（颜色）属于或类似于___（颜色）
*选项*：['珠光白', '晶莹白色', '哑光白', '茉莉白色']",晶莹白色
855,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色粉（颜色）属于或类似于___（颜色）
*选项*：['土粉色', '淡桃粉色', '粉彩色', '粉紫色']",淡桃粉色
856,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色粉色（颜色）属于或类似于___（颜色）
*选项*：['浅水粉色', '热粉色', '黑粉色', '淡粉橘色']",浅水粉色
857,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色粉色（颜色）属于或类似于___（颜色）
*选项*：['青粉', '骚粉', '童粉', '光粉']",童粉
858,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纯色紫色（颜色）属于或类似于___（颜色）
*选项*：['全彩紫', '花紫色', '柔光紫', '电光紫']",全彩紫
